DAT Category;Platform;Purpose (for:);DAT Name;DAT provider name ;DAT short description;DAT provider website ;Platform link;Livestock type;COST INFO;
Automatic Milking Systems ;NA;Rotary Parlor;Swiftlo goat rotary;Dairymaster;The Swiftflo Goat Rotary has been designed to give optimum operator and goat comfort. Its unique robotic carriage allows one operator to milk up to 1,300 goats per hour. It is suitable for herd sizes of 500 goats or more.;https://www.dairymaster.com/gb/goat-rotary/;;goat;100.000 - 300.000€;
Automatic Oestrus Detection ;NA;monitoring and warning;HAPPY COW (Ida Sensor);DATAMARS;Ida monitors each cow for signs of heat, ensuring you don’t miss the optimal time for insemination. She also spots fertility-related issues, helping you proactively address non-cyclic cows, potential abortions and calvings.;https://www.ida.io/en/;https://iot-catalogue.s3.amazonaws.com/files/5f15a4942df0b21fe88057c9/HAPPY%20COW.pdf;Dairy cows;Pro €4 per month per cow plus €40 startup fee per cow;
Automatic Oestrus Detection ;NA;heat detection;AfiAct II;Afimilk;Afiact II system works for you by reducing false alerts and maximizing heat detection rate, calving alert, delayed calving and host of other Parameters by advance and precise set of algorithms. In Case of calving you get alerts on predicted. The AfiAct II is a cow monitoring system developed by Afimilk that provides accurate and timely heat detection and health monitoring. It uses a pedometer that measures the activity and rest patterns of each cow and sends the data to the AfiFarm software. The software analyzes the data and alerts the farmer when a cow is in heat or has a health issue https://pdf.agriexpo.online/pdf/afimilk/afiact-ii/171321-13165.html The cost of this product may vary depending on the size, design and equipment options. However, according to a brochure from Afimilk, the price range for a single pedometer is between $200 and $300. You may want to contact Afimilk or a local dealer for more accurate pricing informationhttps://milkplan.com/site/index.php/en/products/milking-systems/cows/herd-management/afiact-2.;https://www.afimilk.com/cow-monitoring/#afiact2;;Dairy cows;200 - 300 euros (per single pedometer);
Automatic Oestrus Detection ;NA;heat detection;Ovalert;CRV;Ovalert is a reproductive management system developed by SCR Dairy for dairy farms. It uses sensors and data analysis to monitor cow behavior and physiological indicators related to reproduction. By analyzing cow activity and other factors, Ovalert helps farmers detect optimal breeding opportunities and improve reproductive efficiency in their herds. It provides heat detection, heat intensity scoring, health monitoring, and data analysis features to assist farmers in making informed decisions for better herd fertility.;https://crv4all.com/en/service/ovalert;https://4d4f.eu/;Dairy cows;€2.925;
Automatic Oestrus Detection ;NA;heat and movement patterns detection and warning;CowScout;GEA Farm Technologies;Overall, the pregnancy rate has increased from 25% to 33%, and heifers are calving earlier.;https://www.gea.com/en/products/milking-farming-barn/activity-detection-cowscout.jsp     ----------          https://www.nedap-livestockmanagement.com/testimonial/carl-carlson/;;Dairy cows;65 per cow;
Automatic Oestrus Detection ;NA;Heat Checking;Boar Bot 2.0;the Swine Robotics ;the Boar Bot 2.0 is a robotic device designed for use in pig farming to aid in the process of heat checking, which involves identifying female pigs in heat to facilitate breeding. The Boar Bot 2.0 is an updated version of an earlier model and features a variable speed motor with soft-start and soft-stop functionality, which allows for more precise and safe movement through the barn. Additionally, the updated technology is designed to exercise boars with smoother acceleration, which can improve their ability to find females in heat. Overall, the Boar Bot 2.0 appears to be a device intended to improve efficiency and animal welfare in pig farming.;https://swinerobotics.com/site/boar-bot-2-0/;NA;Pigs;Increase farrowing rates by 2-10% .  Increase safety with 95% less boar-worker contact, eliminate injuiries •        95% Labor Saving (Swine Robotics INC. link);
Automatic Oestrus Detection ;NA;Heat detection;Heat Detection Pigs ;Nedap (Provider) Jenisys (supplier);The Nedap Sow Heat Detection is an advanced solution for pig farming that promptly reports heat conditions to the farmer. This system swiftly identifies and marks sows in heat within the group, ensuring timely detection. Through a separate station, it automates the recognition, marking, and separation of sows based on heat, outperforming traditional methods in speed and accuracy. The Stainless Steel version, part of the Electronic Sow Feeding system, enhances farmer safety and contributes to a 2% cost saving per sow per year, making it a valuable tool for efficient pig management.;http://www.jenisys.eu/JCLweb/heat-detection-pigs/;NA;pigs;saves 2% cost per sow per year;
Automatic Feeding Systems ;NA;Automatic Feeding;Pitstop BASIS mineral feeder;MicroFeeder;The MicroFeeder PitstopBASIS is a feeder for providing mineral feed supplements to animals with individual needs. It comes in two models, one with a large mounting bracket for a wall and another with a small bracket for stanchion or fencing bars. The feeder is made of durable HDPE plastic and has a 45-liter volume feed container. The lid has a one-hand operated snap lock for easy filling, and the closed design protects the supplements from water and dung. One feeder serves about 25 cows, and it is suitable for animals without horns.;https://www.microfeeder.com/Pitstop;;Dairy cows;400 euros;
Automatic Feeding Systems ;NA;Automatic Feeding;Lely Vector;Lely;Exact rations and always fresh food Frequent feeding has been proven to have a positive effect on the overall health of the herd. Lely Vector precisely loads the amount of feed for each feeding and distributes it only where it is needed. The caliper calculates the weight and realizes at what depth it should take the right amount.;https://www.lely.com/solutions/feeding/vector/;;Cattle;180.000 euros ;
Automatic Feeding Systems ;NA;Automatic Feeding;Triomatic T30 feed kitchen;Trioliet ;combination of one or more feed floors, with the number depending on the number of coarse feed ingredients. These feed floors are easy to load using a silage cutter but the system is also suitable for round or square bales of silage, hay or straw. The cutting unit has two circular knives that cut the feed up evenly, leaving a compact feed structure;https://www.trioliet.com/products/automatic-feeding-systems/feed-kitchens/feed-storage-for-automatic-feeding-system;;Cattle;85.000 euros ;
Automatic Feeding Systems ;NA;Automatic Feeding;Lely Calm automatic calf feeder;Lely;Lely Calm is an automated calf feeding system that eliminates manual tasks like filling heavy buckets and cleaning feeding tools. The system automatically mixes milk powder and water to create a suitable portion, recognizing calves through neck transponders. It streamlines daily routines, ensuring optimal hygiene and saving time. Equipped with a smart management system, it provides health information accessible through tools like Horizon management, CalfApp, and CalfCloud. Designed to promote roughage and concentrate intake, Lely Calm enhances rumen health, positively impacting vitality, fertility, milk yield, and the overall lifespan of dairy cows. The HygieneBox ensures teat hygiene through a thorough automated cleaning process. Suited for all farms, Lely Calm offers quick recoupment of investment.;https://www.lely.com/solutions/feeding/calm/;;Cattle;7.000-10.000 euros;
Automatic Feeding Systems ;NA;Feeding Robot;Boumatic Ranger;Boumatic;self-guided robot, which pushes the ration multiple times a day. It allows you to reduce labour costs and positively impact milk production as full consumption of ration increases milk yield by up to 1 liter per cow and day.;https://boumatic.com/eu_en/products/boumatic-ranger/;;Cattle;€150,000 to €200,000;
Automatic Feeding Systems ;NA;Feeding Robot;The Transfeed DEC TMR Feed Robot;SCHAUER;Transfeed DEC is a TMR (Total Mixed Ration) cattle-feeding robot developed by SCHAUER, a company that specializes in livestock feeding technology. The Transfeed DEC is designed to automate the feeding process for dairy cows, beef cattle, and other livestock. It uses advanced sensors and algorithms to measure and mix the feed ingredients in the correct proportions, based on the specific nutritional needs of the animals. The robot can be programmed to provide customized feed rations for each animal or group of animals, based on factors such as age, weight, and milk production. The Transfeed DEC is designed to be highly efficient and reliable, with minimal human intervention required. It can operate 24 hours a day, seven days a week, and can feed up to 200 cows per hour. The robot is also designed to be easy to operate and maintain, with a user-friendly interface and remote monitoring capabilities. Overall, the Transfeed DEC TMR Cattle-Feeding Robot from SCHAUER is a cutting-edge technology that can help farmers and livestock producers optimize their feeding practices and improve the health and productivity of their animals.;https://en.schauer-agrotronic.com/cattle      Transfeed_14_EN.pdf   ;;Cattle;€40,000 to €60,000;
Automatic Feeding Systems ;NA;Feeding Robot;the FEEDR feeding robot;Sieplo;Exactly the right, individual ration for each animal. Precisely dosed at the right time and always fresh. The FEEDR® makes it possible to match more closely than ever the natural eating behaviour of your animals. This will help you take another step towards even better animal health and higher returns in your business. This unmanned feeding robot goes to the feeding stations itself, mixes the forage into a homogenous mixture and doses the feed in your stalls. Using the central computer or the practical FEEDR® app, you can easily adjust feeding schedules and animal numbers. You will also have accurate insight into feed data, allowing you to optimise feed composition, identify health problems in your animals at an early stage and improve your returns.;https://www.sieplo.com/product/feedr/;https://4d4f.eu/;cattle,  Goat/sheep ;€50,000 to €100,000;
Automatic Feeding Systems ;NA;Automatic Littering System;Strohmatic Automatic Littering System;SCHAUER;The Strohmatic system is designed to automate the process of littering or spreading bedding materials, such as straw or wood shavings, in animal housing facilities. It is particularly suited for use in pig farming, where the hygiene and comfort of the animals is essential for their health and productivity. The Strohmatic system consists of a series of sensors, controllers, and dispensers that work together to distribute the bedding material evenly and efficiently. The sensors detect the level of bedding material in the housing area, and the controllers activate the dispensers to add more material as needed. This helps to maintain a consistent level of bedding, which is important for keeping the animals clean, comfortable, and healthy. The Strohmatic system is designed to be easy to install and operate, with a user-friendly interface that allows farmers and animal caretakers to adjust the settings and monitor the system remotely. It can also be integrated with other SCHAUER products, such as feeding systems and ventilation systems, to create a complete solution for livestock housing and management.;https://en.schauer-agrotronic.com/pig/litter-systems/strohmatic   Strohmatic Litter system ;;Cattle, Pig, Small Ruminants, Poultry;€20,000 to €50,000;
Automatic Feeding Systems ;NA;Automatic Feeding;Jeantil Automatic Feeding;Jeantil;Jeantil Automatic Feeding robot meets today’s livestock farming needs in terms of animal welfare, productivity and energy savings. Jeantil Automatic Feeding offers a modular and scalable technology consisting of a ration preparation unit, a control interface on PC and a feed distribution robot. The latter results from a high quality manufacture according to French standards and a high precision technology at the service of a reliable, high performance and economical mechanism.;https://www.jeantil.com/Contenus-Jeantil/2-50-0-0-0-0-158-2-Jeantil_Automatic_Feeding.html#haut;;Cattle, Pig, Small Ruminants, Poultry;€50,000 to €100,000;
Automatic Feeding Systems ;NA;Feeding Robot;"BUTLER GOLD PRO FEED PUSHER
";wasserbauer;"Butler Gold Pro Feed Pusher is a specialized device designed to automate and streamline the feeding process in livestock operations. It is a robotic system that operates on a track or rail system within the barn or feeding area.

The Butler Gold Pro Feed Pusher is equipped with brushes or paddles that gently push the feed closer to the animals, ensuring that feed is evenly distributed and accessible throughout the feeding area. It helps prevent feed wastage and encourages animals to consume their entire ration.";https://wasserbauer.at/produkte/futterschieber-butler-gold-pro       https://wasserbauer.at//user_upload/downloads/WB_Gesamtfolder2022_engl_web.pdf   ;;Cattle;€10,000 to €20,000;
Automatic Feeding Systems ;NA;automatic feeding;PigNic & PigNic-Jumbo for piglets;Big Dutchman;Big Dutchman’s innovative automatic feeder PigNic is ideally suited for all weight groups from weaned piglets to finishing pigs. PigNic is available in two different models: ) for piglet rearing and ) pig finishing Up to 40 animals can be fed at one feeder. PigNic is made of both stainless steel and plastic and is equally well suited for the use of pellets, granules or meal. It can be installed into the pen;https://www.bigdutchman.com/en/pig-production/products/detail/automatic-feeders/;NA;Pigs, Piglets;1000 - 2000 €;
Automatic Feeding Systems ;NA;automatic liquid feeding;Liquimix liquid feeding;SCHAUER ;Automatic liquid feeding is used worldwide to reduce feed costs. There are a number of systems available: working with mixed phase or multiphase feed, with or without residual amounts and depending on the size of the operation. The liquid feeding systems are automatic, oriented to reduce the feed costs, controlled by computer-based feed management. It has an optimized digestibility of the liquid feed due to activation of feed enzymes (phytase, xylanase, glucanase), which leads to better-feed utilization. It can reduce the feed costs by 10%.;https://en.schauer-agrotronic.com/pig/pig-feeding-systems/liquimix-liquid-feeding;NA;Pigs, Piglets;10.000 - 30.000 €;
Automatic Feeding Systems ;NA;automatic littering system;STROHMATIC AUTOMATIC LITTERING SYSTEM;SCHAUER;The STROHMATIC system is designed to automate the process of littering or spreading bedding materials, such as straw or wood shavings, in animal housing facilities. It is particularly suited for use in pig farming, where the hygiene and comfort of the animals is essential for their health and productivity. The STROHMATIC system consists of a series of sensors, controllers, and dispensers that work together to distribute the bedding material evenly and efficiently. The sensors detect the level of bedding material in the housing area, and the controllers activate the dispensers to add more material as needed. This helps to maintain a consistent level of bedding, which is important for keeping the animals clean, comfortable, and healthy. The STROHMATIC system is designed to be easy to install and operate, with a user-friendly interface that allows farmers and animal caretakers to adjust the settings and monitor the system remotely. It can also be integrated with other SCHAUER products, such as feeding systems and ventilation systems, to create a complete solution for livestock housing and management.;https://en.schauer-agrotronic.com/pig/litter-systems/strohmatic   Strohmatic Litter system ;NA;Cattle, Pig, Small Ruminants, Poultry;€20,000 to €50,000;
Automatic Feeding Systems ;NA;pig sorting;Nedap Pig Sorting;Nedap (provider) Jenisys (supplier);Nedap Pig Sorting allows you to feed and sort pigs based on weight and sex..  The station weighs and identifies each pig and automatically leads it to the right feed type or to the separation area.  This means you can feed optimally and deliver your pigs to the slaughterhouse at exactly the right weight. Feeding according to weight and sec sends the individual finisher to the correct feed type.  ;http://www.jenisys.eu/JCLweb/pig-sorting/;NA;Pig ;30 € per slaughter pig ;
Automatic Feeding Systems ;NA;farrowing feeding;Nedap Farrowing Feeding;Nedap Solutions;Nedap Farrowing Feeding with wireless Activator is a revolutionary solution for optimizing lactating sow nutrition. This system delivers precise, snack-sized portions of fresh feed on a schedule, with the added flexibility for sows to request additional portions. The result is maximized feed intake, leading to improved sow and pig performance, reduced mortality, increased litter size, and consistent milk yields. The wireless Activator minimizes labor, cuts feed wastage, and provides real-time data for strategic feed planning. With benefits such as heavier piglet weaning weights and quicker rebreeding, this technology ensures a healthier and more profitable sow management experience across various housing styles.;https://www.nedap-livestockmanagement.com/pigfarming/solutions/nedap-sowsense/farrowing-breeding-stall-feeding/;NA;Pig ;250 € per sow space;
Automatic Feeding Systems ;NA;Automatic Littering System;Strohmatic Automatic Littering System ;SCHAUER;The STROHMATIC system is designed to automate the process of littering or spreading bedding materials, such as straw or wood shavings, in animal housing facilities. It is particularly suited for use in pig farming, where the hygiene and comfort of the animals is essential for their health and productivity. The STROHMATIC system consists of a series of sensors, controllers, and dispensers that work together to distribute the bedding material evenly and efficiently. The sensors detect the level of bedding material in the housing area, and the controllers activate the dispensers to add more material as needed. This helps to maintain a consistent level of bedding, which is important for keeping the animals clean, comfortable, and healthy. The STROHMATIC system is designed to be easy to install and operate, with a user-friendly interface that allows farmers and animal caretakers to adjust the settings and monitor the system remotely. It can also be integrated with other SCHAUER products, such as feeding systems and ventilation systems, to create a complete solution for livestock housing and management.;https://en.schauer-agrotronic.com/pig/litter-systems/strohmatic   Strohmatic Litter system ;;Cattle, Pig, Goat/sheep, Poultry;20.000 – 50.000 €;
Automatic Feeding Systems ;NA;Feeding System;Transfeed DEC ;SCHAUER;"Transfeed DEC has been one for 30 years Technology that has been used 1000 times and is installed stationary. The lining will via one guided on rails Feed wagon, the group TMR Feed mixtures fully automatic mixes, distributed several times a day. Depending on the size of the livestock, different feed mixer wagons are available. Robot feeding system for sheeps and goats. The Transfeed DEC drives quietly and steadily along the ceiling of your barn and distributes just the right amount of food.

";"https://en.schauer-agrotronic.com/sheep-and-goats       brochure named ""Sheep and goats""";;;40.000 – 60.000 €;
Automatic Feeding Systems ;NA;Automatic Feeding;Lely Vector;Lely;Exact rations and always fresh food Frequent feeding has been proven to have a positive effect on the overall health of the herd. Lely Vector precisely loads the amount of feed for each feeding and distributes it only where it is needed. The caliper calculates the weight and realizes at what depth it should take the right amount.;https://www.lely.com/solutions/feeding/vector/      https://www.lely.com/media/filer_public/72/0e/720e3ff9-7884-4b81-84c9-a3489509ab26/bf18012_vector-tools_brochure_2018_en.pdf  ;;Cattle,  Goat/sheep;180.000,00€;
Automatic Feeding Systems ;NA;Feeding Robot;the FEEDR feeding robot;Sieplo;Exactly the right, individual ration for each animal. Precisely dosed at the right time and always fresh. The FEEDR® makes it possible to match more closely than ever the natural eating behaviour of your animals. This will help you take another step towards even better animal health and higher returns in your business. This unmanned feeding robot goes to the feeding stations itself, mixes the forage into a homogenous mixture and doses the feed in your stalls. Using the central computer or the practical FEEDR® app, you can easily adjust feeding schedules and animal numbers. You will also have accurate insight into feed data, allowing you to optimise feed composition, identify health problems in your animals at an early stage and improve your returns.;https://www.sieplo.com/product/feedr/;https://4d4f.eu/;cattle,  Goat/sheep ;50.000 - 100.000 €;
Automatic Feeding Systems ;NA;Automated Feeding ;Automated Feed Station ;GreenOak (from USA but has european customer);"Our feed station systems are flexible and designed to simplify and optimize your goat feeding operations. Our state-of-the-art dispensing system can dispense up to three different types of feed at once. The built-in animal identification system is made of a leg strap that links to a floor antenna that transmits the animal ID to a software that in return executes the feeding instructions for individual animal profile. Information such as milk yield, lactation stage, date of kids birth etc. are some of the details used to determine feed instructions. 

Research has shown that providing adequate nutrition before and after kidding increases the small ruminant’s ability to produce milk. Providing your goats and sheep, and their kids to be born, with adequate nutrition will impact their ability to produce sufficient milk without going into Ketosis. Goats and sheep in the commercial dairy industry are expected to deliver large volumes of milk which call for adequate nutrition. With our feed station systems, feed quantity, frequency and variety is provided automatically and seamlessly.";https://www.greenoakna.com/goat-sheep-feed-station;;goat sheep;26.000 € per 200 goats;
Automatic Feeding Systems ;NA;Automatic Feeding;Jeantil Automatic Feeding;Jeantil;Jeantil Automatic Feeding robot meets today’s livestock farming needs in terms of animal welfare, productivity and energy savings. Jeantil Automatic Feeding offers a modular and scalable technology consisting of a ration preparation unit, a control interface on PC and a feed distribution robot. The latter results from a high quality manufacture according to French standards and a high precision technology at the service of a reliable, high performance and economical mechanism.;https://www.jeantil.com/Contenus-Jeantil/2-50-0-0-0-0-158-2-Jeantil_Automatic_Feeding.html#haut;;Cattle, Pig, Small Ruminants, Poultry;50.000 – 100.000 €;
Animal Behaviour, Monitoring, Health, Welfare & Disease Detection;NA;virtual fencing;Vence app;Vence ; The Vence virtual fencing and cattle management software is an affordable and convenient way to manage your cattle. With the Vence system, there is no need for physical fences or corrals. Instead, the Vence app uses GPS collars worn by the cattle. The collars emit a Radio Frequency (RF) signal that is used to automatically create a virtual fence around the cattle. The Vence app will keep track of the cattle's location and send alerts if the cattle attempt to leave the virtual fence.;https://vence.io/product;;Cattle (only 500+ animals);"Currently, the cost for virtual fence technology from Vence includes $35 to rent a collar for one year, plus $10 for the battery. A collar can be moved to different animals within the rental period
";
Animal Behaviour, Monitoring, Health, Welfare & Disease Detection;NA;health monitoring;Ixotrack GPS collar;Ixorique;Automatically control your livestock thanks to our Ixotrack GPS collar and digitally manage your farm and receive alerts on your mobile.;https://ixorigue.com/en#how-it-works;;Cows;3000 euros;
Animal Behaviour, Monitoring, Health, Welfare & Disease Detection;NA;monitoring and warning;HAPPY COW (Ida Sensor);Ida ;Ida can tell when a cow isn’t feeling great 24-48 hours before most humans. She sees subtle behavior changes that can indicate mastitis, metritis, ketosis or other illnesses. Her early warnings reduce treatment days and improve the welfare of your herd.;https://www.ida.io/en/;;Cow;"Pro
€4
per month per cow

plus €40 startup fee per cow";
Animal Behaviour, Monitoring, Health, Welfare & Disease Detection;NA;lighting arrangement;Lely Light for Cows , Lely L4C;Lely;Lely Calm is an automated calf feeding system that eliminates manual tasks like filling heavy buckets and cleaning feeding tools. The system automatically mixes milk powder and water to create a suitable portion, recognizing calves through neck transponders. It streamlines daily routines, ensuring optimal hygiene and saving time. Equipped with a smart management system, it provides health information accessible through tools like Horizon management, CalfApp, and CalfCloud. Designed to promote roughage and concentrate intake, Lely Calm enhances rumen health, positively impacting vitality, fertility, milk yield, and the overall lifespan of dairy cows. The HygieneBox ensures teat hygiene through a thorough automated cleaning process. Suited for all farms, Lely Calm offers quick recoupment of investment.;https://www.lely.com/media/filer_public/2b/63/2b633500-8e27-46ed-ae0b-d5ba3e778ad1/lely_l4c__en.pdf;; all (low barns, dry cows, beef cattle) ;100-200 € per light;
Animal Behaviour, Monitoring, Health, Welfare & Disease Detection;NA;Lighting ;ALIS Barn Lamps;Greengage;Monitoring of environment and bird behaviour. Reduce aggression and mortality. Improve hock and foot health. Maintains birds’ circadian rhythm. Maintain litter integrity. Encourage natural behaviours.;https://greengage.global/wp-content/uploads/ALIS-Barn-Lamp-wide-A4-ENGLISH.pdf;NA;poultry, swine ;100 - 150 € per light;
Animal Behaviour, Monitoring, Health, Welfare & Disease Detection;NA;Sound Monitoring;SoundTalks;SoundTalks;A robust algorithm focused on respiratory health farm surveillance. Robust trained algorithm with more than 350 years of barn recorded sound data. Validation from barns all over the world. High sensitivity and speci?city detecting early symptoms based on labeled cough events. High precision rate.;https://www.soundtalks.com/soundtalks/;EU -PLF ;Pigs;2000 € installation 300 € per sensor 250 € per year;
Animal Behaviour, Monitoring, Health, Welfare & Disease Detection;NA;Fever Detection;Degree2act;Degree;Degree2act is an affordable and non-invasive tool for early detection of temperature alterations in animals, aiding in individual health care and disease outbreak identification in pig herds. Utilizing contactless IR skin thermometry with the Degree2act app, it eliminates the need for invasive instruments, reducing stress and the risk of pathogen transmission. This quick and user-friendly solution, requiring a Flir One thermographic camera, facilitates preventive health management, potentially minimizing antibiotic use in pig farming. Diagnostics should always be conducted under veterinary guidance.;https://www.degree2act.com/ ;NA;Pigs;between 250 € and 500 € for the camera. Cost of the app vary from 49.99 € to 99.99 € per year;
